GeneID,TranscriptID,GC
ENSOANG00000028846,ENSOANT00000038698,37.35
ENSOANG00000009247,ENSOANT00000014723,50.30
ENSOANG00000013152,ENSOANT00000020785,51.13
ENSOANG00000022527,ENSOANT00000032561,50.50
ENSOANG00000001850,ENSOANT00000002937,58.46
ENSOANG00000012613,ENSOANT00000019948,56.17
ENSOANG00000012613,ENSOANT00000019949,56.17
ENSOANG00000008083,ENSOANT00000012855,56.25
ENSOANG00000022350,ENSOANT00000032324,51.93
ENSOANG00000003392,ENSOANT00000005386,44.10
ENSOANG00000021702,ENSOANT00000031448,55.54
ENSOANG00000007137,ENSOANT00000011357,44.96
ENSOANG00000013528,ENSOANT00000021340,58.18
ENSOANG00000013099,ENSOANT00000020706,48.65
ENSOANG00000012914,ENSOANT00000020425,53.88
ENSOANG00000020321,ENSOANT00000029626,59.72
ENSOANG00000020321,ENSOANT00000029625,59.72
ENSOANG00000013100,ENSOANT00000020707,45.26
ENSOANG00000028451,ENSOANT00000039088,72.58
ENSOANG00000001021,ENSOANT00000001628,41.45
ENSOANG00000031429,ENSOANT00000040026,66.48
ENSOANG00000019838,ENSOANT00000028964,42.88
ENSOANG00000006318,ENSOANT00000010101,58.89
ENSOANG00000012461,ENSOANT00000019715,52.94
ENSOANG00000031414,ENSOANT00000042399,58.89
ENSOANG00000012460,ENSOANT00000019714,53.02
ENSOANG00000012459,ENSOANT00000019713,57.34
ENSOANG00000012458,ENSOANT00000019711,55.00
ENSOANG00000031085,ENSOANT00000040833,44.93
ENSOANG00000001517,ENSOANT00000002421,53.36
ENSOANG00000002201,ENSOANT00000003489,60.46
ENSOANG00000012009,ENSOANT00000019023,52.73
ENSOANG00000002130,ENSOANT00000003379,44.77
ENSOANG00000002131,ENSOANT00000003380,43.53
ENSOANG00000011444,ENSOANT00000018129,44.17
ENSOANG00000011445,ENSOANT00000018130,49.41
ENSOANG00000004702,ENSOANT00000007449,55.20
ENSOANG00000008792,ENSOANT00000014014,47.03
ENSOANG00000006079,ENSOANT00000009697,57.01
ENSOANG00000015012,ENSOANT00000023633,49.87
ENSOANG00000022587,ENSOANT00000032646,59.01
ENSOANG00000022587,ENSOANT00000032645,59.01
ENSOANG00000022585,ENSOANT00000032644,42.43
ENSOANG00000005014,ENSOANT00000007955,56.37
ENSOANG00000008657,ENSOANT00000013799,48.07
ENSOANG00000022338,ENSOANT00000032307,39.67
ENSOANG00000028303,ENSOANT00000040941,58.07
ENSOANG00000031459,ENSOANT00000039757,47.06
ENSOANG00000012812,ENSOANT00000020272,66.22
ENSOANG00000010674,ENSOANT00000016930,56.10
ENSOANG00000010675,ENSOANT00000016931,44.18
ENSOANG00000032034,ENSOANT00000038790,41.36
ENSOANG00000031566,ENSOANT00000040647,65.35
ENSOANG00000021035,ENSOANT00000030574,61.23
ENSOANG00000008957,ENSOANT00000014268,49.74
ENSOANG00000015499,ENSOANT00000024408,47.66
ENSOANG00000011500,ENSOANT00000018223,52.22
ENSOANG00000011501,ENSOANT00000018225,64.67
ENSOANG00000008998,ENSOANT00000014324,70.03
ENSOANG00000001932,ENSOANT00000003064,42.50
ENSOANG00000003571,ENSOANT00000005661,44.64
ENSOANG00000003568,ENSOANT00000005659,48.98
ENSOANG00000003567,ENSOANT00000005656,56.43
ENSOANG00000003566,ENSOANT00000005654,45.34
ENSOANG00000003566,ENSOANT00000005655,45.34
ENSOANG00000003565,ENSOANT00000005653,52.85
ENSOANG00000008946,ENSOANT00000014249,57.75
ENSOANG00000008947,ENSOANT00000014253,53.73
ENSOANG00000012757,ENSOANT00000020192,46.82
ENSOANG00000003564,ENSOANT00000005652,47.96
ENSOANG00000028502,ENSOANT00000041535,58.95
ENSOANG00000003561,ENSOANT00000005646,46.75
ENSOANG00000007024,ENSOANT00000011184,53.03
ENSOANG00000007024,ENSOANT00000011183,53.03
ENSOANG00000013720,ENSOANT00000021640,59.41
ENSOANG00000013645,ENSOANT00000021536,46.26
ENSOANG00000019929,ENSOANT00000029093,41.07
ENSOANG00000005836,ENSOANT00000009289,39.40
ENSOANG00000013643,ENSOANT00000021533,53.51
ENSOANG00000013643,ENSOANT00000021532,53.51
ENSOANG00000021561,ENSOANT00000008444,54.93
ENSOANG00000013641,ENSOANT00000021531,46.49
ENSOANG00000002386,ENSOANT00000003780,73.54
ENSOANG00000021560,ENSOANT00000031254,49.89
ENSOANG00000013639,ENSOANT00000021526,42.53
ENSOANG00000013639,ENSOANT00000021527,42.53
ENSOANG00000022544,ENSOANT00000032582,51.88
ENSOANG00000013635,ENSOANT00000021523,49.08
ENSOANG00000021125,ENSOANT00000030687,54.14
ENSOANG00000013634,ENSOANT00000021516,49.78
ENSOANG00000013632,ENSOANT00000021514,42.45
ENSOANG00000015105,ENSOANT00000023790,57.28
ENSOANG00000030689,ENSOANT00000042047,61.10
ENSOANG00000004804,ENSOANT00000007607,42.16
ENSOANG00000028627,ENSOANT00000040076,49.95
ENSOANG00000009743,ENSOANT00000015460,47.94
ENSOANG00000008269,ENSOANT00000013140,51.36
ENSOANG00000031590,ENSOANT00000039651,57.00
ENSOANG00000001691,ENSOANT00000032557,66.72
ENSOANG00000001542,ENSOANT00000002455,61.36
ENSOANG00000001954,ENSOANT00000003105,56.31
ENSOANG00000030629,ENSOANT00000042317,70.00
ENSOANG00000030328,ENSOANT00000041533,68.16
ENSOANG00000012404,ENSOANT00000019629,53.30
ENSOANG00000032002,ENSOANT00000042102,50.41
ENSOANG00000005387,ENSOANT00000008571,37.43
ENSOANG00000014403,ENSOANT00000022701,52.08
ENSOANG00000008608,ENSOANT00000013722,57.63
ENSOANG00000008608,ENSOANT00000013720,57.63
ENSOANG00000032043,ENSOANT00000040309,40.84
ENSOANG00000031395,ENSOANT00000039981,55.15
ENSOANG00000032260,ENSOANT00000041628,66.13
ENSOANG00000002714,ENSOANT00000004321,51.54
ENSOANG00000003053,ENSOANT00000004837,54.41
ENSOANG00000003055,ENSOANT00000004838,55.78
ENSOANG00000029658,ENSOANT00000041228,46.34
ENSOANG00000012775,ENSOANT00000020221,51.99
ENSOANG00000006281,ENSOANT00000010044,63.68
ENSOANG00000028554,ENSOANT00000040638,57.69
ENSOANG00000009407,ENSOANT00000014961,57.73
ENSOANG00000009009,ENSOANT00000014338,63.66
ENSOANG00000031324,ENSOANT00000040618,41.59
ENSOANG00000022298,ENSOANT00000032247,49.89
ENSOANG00000028948,ENSOANT00000042308,53.21
ENSOANG00000005673,ENSOANT00000009027,57.13
ENSOANG00000010324,ENSOANT00000016382,46.09
ENSOANG00000019883,ENSOANT00000029031,50.14
ENSOANG00000010325,ENSOANT00000016385,51.99
ENSOANG00000010592,ENSOANT00000016785,68.32
ENSOANG00000003784,ENSOANT00000006000,48.07
ENSOANG00000029577,ENSOANT00000038415,55.24
ENSOANG00000011620,ENSOANT00000029976,51.81
ENSOANG00000028318,ENSOANT00000039375,64.25
ENSOANG00000012241,ENSOANT00000019372,45.18
ENSOANG00000029614,ENSOANT00000040031,41.76
ENSOANG00000011727,ENSOANT00000018594,59.16
ENSOANG00000007858,ENSOANT00000012518,59.93
ENSOANG00000007859,ENSOANT00000012520,62.19
ENSOANG00000020094,ENSOANT00000029315,38.94
ENSOANG00000028647,ENSOANT00000039773,47.20
ENSOANG00000028236,ENSOANT00000038380,44.56
ENSOANG00000031474,ENSOANT00000039043,39.78
ENSOANG00000009369,ENSOANT00000014908,54.66
ENSOANG00000021426,ENSOANT00000031078,43.66
ENSOANG00000006956,ENSOANT00000011078,45.22
ENSOANG00000030951,ENSOANT00000041172,74.91
ENSOANG00000022142,ENSOANT00000032039,64.46
ENSOANG00000005597,ENSOANT00000008907,59.80
ENSOANG00000014687,ENSOANT00000023148,38.63
ENSOANG00000004735,ENSOANT00000007501,49.57
ENSOANG00000028663,ENSOANT00000042503,64.29
ENSOANG00000012446,ENSOANT00000019695,47.69
ENSOANG00000012446,ENSOANT00000019697,47.69
ENSOANG00000031469,ENSOANT00000041210,65.41
ENSOANG00000031063,ENSOANT00000039641,50.66
ENSOANG00000021496,ENSOANT00000031175,45.14
ENSOANG00000022164,ENSOANT00000032067,64.18
ENSOANG00000030593,ENSOANT00000038739,55.15
ENSOANG00000030214,ENSOANT00000040964,56.06
ENSOANG00000031817,ENSOANT00000039695,40.77
ENSOANG00000007783,ENSOANT00000012397,45.98
ENSOANG00000014822,ENSOANT00000023347,66.21
ENSOANG00000014821,ENSOANT00000023346,57.81
ENSOANG00000010414,ENSOANT00000016517,55.71
ENSOANG00000011101,ENSOANT00000017590,51.15
ENSOANG00000019971,ENSOANT00000029153,48.46
ENSOANG00000030889,ENSOANT00000040988,52.16
ENSOANG00000008884,ENSOANT00000014147,48.10
ENSOANG00000031660,ENSOANT00000042328,40.63
ENSOANG00000003804,ENSOANT00000006034,63.39
ENSOANG00000003804,ENSOANT00000006035,63.39
ENSOANG00000013834,ENSOANT00000021812,58.84
ENSOANG00000010415,ENSOANT00000016519,52.06
ENSOANG00000008883,ENSOANT00000014146,52.51
ENSOANG00000012233,ENSOANT00000019361,56.59
ENSOANG00000008880,ENSOANT00000014143,57.82
ENSOANG00000030942,ENSOANT00000042277,56.49
ENSOANG00000008877,ENSOANT00000014138,55.31
ENSOANG00000030923,ENSOANT00000039339,43.73
ENSOANG00000020716,ENSOANT00000030153,46.50
ENSOANG00000020702,ENSOANT00000030138,43.25
ENSOANG00000010876,ENSOANT00000017234,50.85
ENSOANG00000008876,ENSOANT00000014135,66.49
ENSOANG00000014021,ENSOANT00000022111,51.23
ENSOANG00000003237,ENSOANT00000005135,70.03
ENSOANG00000014022,ENSOANT00000022112,52.60
ENSOANG00000008874,ENSOANT00000014132,52.53
ENSOANG00000014023,ENSOANT00000022118,41.89
ENSOANG00000014371,ENSOANT00000022656,55.53
ENSOANG00000022456,ENSOANT00000032461,64.38
ENSOANG00000030411,ENSOANT00000038408,39.24
ENSOANG00000008873,ENSOANT00000014131,46.46
ENSOANG00000002954,ENSOANT00000004691,41.01
ENSOANG00000029501,ENSOANT00000040122,39.10
ENSOANG00000020961,ENSOANT00000030475,57.14
ENSOANG00000008872,ENSOANT00000014130,45.07
ENSOANG00000008871,ENSOANT00000014127,48.60
ENSOANG00000008870,ENSOANT00000014125,45.57
ENSOANG00000014028,ENSOANT00000022123,46.05
ENSOANG00000022074,ENSOANT00000031945,41.87
ENSOANG00000008868,ENSOANT00000014122,45.01
ENSOANG00000028672,ENSOANT00000039133,57.30
ENSOANG00000009410,ENSOANT00000014966,58.01
ENSOANG00000021590,ENSOANT00000031290,44.67
ENSOANG00000008867,ENSOANT00000014119,42.30
ENSOANG00000004606,ENSOANT00000007306,46.17
ENSOANG00000031973,ENSOANT00000041310,55.71
ENSOANG00000004605,ENSOANT00000007304,51.54
ENSOANG00000011377,ENSOANT00000018032,48.08
ENSOANG00000007910,ENSOANT00000012596,45.47
ENSOANG00000012929,ENSOANT00000020452,74.17
ENSOANG00000004604,ENSOANT00000007301,45.37
ENSOANG00000028653,ENSOANT00000039016,42.97
ENSOANG00000011705,ENSOANT00000018552,45.42
ENSOANG00000015001,ENSOANT00000023614,53.72
ENSOANG00000001057,ENSOANT00000001682,65.42
ENSOANG00000000625,ENSOANT00000000980,57.24
ENSOANG00000010644,ENSOANT00000016876,49.18
ENSOANG00000010643,ENSOANT00000016875,47.74
ENSOANG00000010643,ENSOANT00000016874,47.74
ENSOANG00000011707,ENSOANT00000018556,40.16
ENSOANG00000010642,ENSOANT00000016872,51.75
ENSOANG00000011708,ENSOANT00000018562,41.76
ENSOANG00000011708,ENSOANT00000018563,41.76
ENSOANG00000009422,ENSOANT00000014982,64.00
ENSOANG00000020866,ENSOANT00000030347,64.23
ENSOANG00000020496,ENSOANT00000029865,62.78
ENSOANG00000020496,ENSOANT00000029864,62.78
ENSOANG00000008382,ENSOANT00000013321,51.19
ENSOANG00000020799,ENSOANT00000030260,56.31
ENSOANG00000011712,ENSOANT00000029643,46.16
ENSOANG00000010640,ENSOANT00000016868,57.26
ENSOANG00000009601,ENSOANT00000015253,48.39
ENSOANG00000028815,ENSOANT00000041479,46.46
ENSOANG00000010639,ENSOANT00000016866,44.29
ENSOANG00000011713,ENSOANT00000018568,46.60
ENSOANG00000011715,ENSOANT00000018570,44.84
ENSOANG00000010638,ENSOANT00000016865,49.51
ENSOANG00000014905,ENSOANT00000023467,42.61
ENSOANG00000011716,ENSOANT00000041158,50.66
ENSOANG00000011716,ENSOANT00000018574,50.66
ENSOANG00000010637,ENSOANT00000016864,53.07
ENSOANG00000009605,ENSOANT00000015260,55.01
ENSOANG00000010636,ENSOANT00000016859,46.78
ENSOANG00000010636,ENSOANT00000016858,46.78
ENSOANG00000011717,ENSOANT00000018575,56.54
ENSOANG00000011719,ENSOANT00000018586,48.29
ENSOANG00000010635,ENSOANT00000016856,44.85
ENSOANG00000010635,ENSOANT00000016857,44.85
ENSOANG00000020797,ENSOANT00000030257,56.75
ENSOANG00000011374,ENSOANT00000018027,56.95
ENSOANG00000013230,ENSOANT00000020901,55.34
ENSOANG00000031262,ENSOANT00000038632,49.22
ENSOANG00000012759,ENSOANT00000020194,51.89
ENSOANG00000006662,ENSOANT00000010630,60.50
ENSOANG00000029762,ENSOANT00000041027,67.30
ENSOANG00000004276,ENSOANT00000006793,61.44
ENSOANG00000004276,ENSOANT00000006792,61.44
ENSOANG00000002116,ENSOANT00000003358,60.71
ENSOANG00000005004,ENSOANT00000007934,65.92
ENSOANG00000030571,ENSOANT00000041298,65.46
ENSOANG00000022369,ENSOANT00000032348,42.35
ENSOANG00000029384,ENSOANT00000040483,44.72
ENSOANG00000010827,ENSOANT00000017158,63.06
ENSOANG00000009644,ENSOANT00000015320,46.06
ENSOANG00000007572,ENSOANT00000012071,66.30
ENSOANG00000028431,ENSOANT00000038370,59.74
ENSOANG00000011723,ENSOANT00000018589,52.93
ENSOANG00000010398,ENSOANT00000016491,49.20
ENSOANG00000010399,ENSOANT00000016494,41.08
ENSOANG00000015252,ENSOANT00000024015,50.91
ENSOANG00000003207,ENSOANT00000005091,73.39
ENSOANG00000010402,ENSOANT00000016497,50.78
ENSOANG00000030844,ENSOANT00000039552,50.06
ENSOANG00000003978,ENSOANT00000006301,50.18
ENSOANG00000029843,ENSOANT00000042267,43.66
ENSOANG00000020332,ENSOANT00000029641,47.70
ENSOANG00000010403,ENSOANT00000016500,49.97
ENSOANG00000020995,ENSOANT00000030522,60.45
ENSOANG00000012714,ENSOANT00000020123,46.63
ENSOANG00000002562,ENSOANT00000004057,56.63
ENSOANG00000022341,ENSOANT00000032310,52.77
ENSOANG00000002563,ENSOANT00000004058,56.49
ENSOANG00000002563,ENSOANT00000004059,56.49
ENSOANG00000012713,ENSOANT00000020120,42.81
ENSOANG00000012713,ENSOANT00000020121,42.81
ENSOANG00000013672,ENSOANT00000021569,41.15
ENSOANG00000010404,ENSOANT00000016502,47.00
ENSOANG00000010405,ENSOANT00000016503,48.69
ENSOANG00000012712,ENSOANT00000020116,45.92
ENSOANG00000031693,ENSOANT00000041069,45.11
ENSOANG00000002143,ENSOANT00000041124,61.52
ENSOANG00000002143,ENSOANT00000003400,61.52
ENSOANG00000002144,ENSOANT00000003401,56.77
ENSOANG00000012711,ENSOANT00000020114,54.75
ENSOANG00000019875,ENSOANT00000029020,52.83
ENSOANG00000006796,ENSOANT00000010845,56.58
ENSOANG00000029649,ENSOANT00000040482,39.61
ENSOANG00000006797,ENSOANT00000010847,55.48
ENSOANG00000013510,ENSOANT00000021316,60.72
ENSOANG00000013510,ENSOANT00000021315,60.72
ENSOANG00000010303,ENSOANT00000016354,60.83
ENSOANG00000012709,ENSOANT00000020112,49.87
ENSOANG00000022208,ENSOANT00000032128,63.85
ENSOANG00000031411,ENSOANT00000040074,40.75
ENSOANG00000030803,ENSOANT00000038681,43.31
ENSOANG00000028645,ENSOANT00000040764,61.05
ENSOANG00000031106,ENSOANT00000042387,43.77
ENSOANG00000020690,ENSOANT00000030123,52.49
ENSOANG00000021019,ENSOANT00000030553,59.49
ENSOANG00000020229,ENSOANT00000029507,43.84
ENSOANG00000009314,ENSOANT00000014822,52.97
ENSOANG00000007056,ENSOANT00000011233,59.26
ENSOANG00000029656,ENSOANT00000038886,58.62
ENSOANG00000028870,ENSOANT00000040992,64.07
ENSOANG00000010906,ENSOANT00000017281,59.29
ENSOANG00000007480,ENSOANT00000030989,52.72
ENSOANG00000007480,ENSOANT00000011911,52.72
ENSOANG00000004437,ENSOANT00000007030,57.99
ENSOANG00000002458,ENSOANT00000003899,62.09
ENSOANG00000007583,ENSOANT00000012087,58.46
ENSOANG00000021121,ENSOANT00000030682,51.15
ENSOANG00000028770,ENSOANT00000039110,44.89
ENSOANG00000028819,ENSOANT00000041914,70.33
ENSOANG00000012707,ENSOANT00000042138,42.99
ENSOANG00000012707,ENSOANT00000020109,42.99
ENSOANG00000007702,ENSOANT00000012270,55.13
ENSOANG00000022675,ENSOANT00000032765,47.44
ENSOANG00000022614,ENSOANT00000032679,53.14
ENSOANG00000020431,ENSOANT00000029782,39.94
ENSOANG00000001372,ENSOANT00000002181,50.06
ENSOANG00000030888,ENSOANT00000039587,58.46
ENSOANG00000012926,ENSOANT00000020448,55.35
ENSOANG00000028734,ENSOANT00000038678,57.50
ENSOANG00000012706,ENSOANT00000029781,42.16
ENSOANG00000003614,ENSOANT00000005735,45.58
ENSOANG00000031715,ENSOANT00000038833,46.95
ENSOANG00000032121,ENSOANT00000041941,47.83
ENSOANG00000020429,ENSOANT00000029779,39.63
ENSOANG00000002161,ENSOANT00000003430,66.43
ENSOANG00000012703,ENSOANT00000020102,36.78
ENSOANG00000012702,ENSOANT00000020099,44.08
ENSOANG00000014793,ENSOANT00000023304,51.50
ENSOANG00000020774,ENSOANT00000030226,58.03
ENSOANG00000000135,ENSOANT00000000258,53.61
ENSOANG00000011435,ENSOANT00000018119,61.68
ENSOANG00000008366,ENSOANT00000013297,48.53
ENSOANG00000008367,ENSOANT00000013298,50.80
ENSOANG00000000430,ENSOANT00000000689,58.85
ENSOANG00000000430,ENSOANT00000000688,58.85
ENSOANG00000009201,ENSOANT00000014646,61.16
ENSOANG00000011436,ENSOANT00000018120,56.56
ENSOANG00000011437,ENSOANT00000018121,57.67
ENSOANG00000012700,ENSOANT00000020096,45.60
ENSOANG00000003995,ENSOANT00000006328,50.00
ENSOANG00000008368,ENSOANT00000013301,59.08
ENSOANG00000011438,ENSOANT00000018122,63.46
ENSOANG00000013622,ENSOANT00000021487,42.85
ENSOANG00000000138,ENSOANT00000000260,59.78
ENSOANG00000000139,ENSOANT00000000263,58.93
ENSOANG00000013623,ENSOANT00000021488,49.86
ENSOANG00000011710,ENSOANT00000018561,41.48
ENSOANG00000028600,ENSOANT00000039543,66.05
ENSOANG00000011260,ENSOANT00000017842,50.93
ENSOANG00000011260,ENSOANT00000017843,50.93
ENSOANG00000029338,ENSOANT00000042516,46.43
ENSOANG00000013624,ENSOANT00000021491,45.23
ENSOANG00000012698,ENSOANT00000020090,45.80
ENSOANG00000000141,ENSOANT00000000271,66.29
ENSOANG00000011262,ENSOANT00000017844,52.30
ENSOANG00000011417,ENSOANT00000018094,39.68
ENSOANG00000019982,ENSOANT00000029167,53.70
ENSOANG00000013625,ENSOANT00000021495,42.82
ENSOANG00000021398,ENSOANT00000031043,38.91
ENSOANG00000012697,ENSOANT00000020086,45.69
ENSOANG00000012697,ENSOANT00000020087,45.69
ENSOANG00000001456,ENSOANT00000002314,48.51
ENSOANG00000031040,ENSOANT00000040999,44.40
ENSOANG00000012145,ENSOANT00000029838,56.46
ENSOANG00000013627,ENSOANT00000029242,42.93
ENSOANG00000013627,ENSOANT00000021499,42.93
ENSOANG00000013627,ENSOANT00000021498,42.93
ENSOANG00000012696,ENSOANT00000020085,45.30
ENSOANG00000012696,ENSOANT00000029777,45.30
ENSOANG00000013628,ENSOANT00000021500,43.16
ENSOANG00000012695,ENSOANT00000020083,45.26
ENSOANG00000030564,ENSOANT00000040347,60.50
ENSOANG00000031974,ENSOANT00000039454,48.74
ENSOANG00000022479,ENSOANT00000032495,45.91
ENSOANG00000022479,ENSOANT00000032496,45.91
ENSOANG00000013629,ENSOANT00000021505,41.36
ENSOANG00000012694,ENSOANT00000020082,51.05
ENSOANG00000022526,ENSOANT00000032559,42.38
ENSOANG00000031219,ENSOANT00000042141,68.19
ENSOANG00000012692,ENSOANT00000020079,49.94
ENSOANG00000013630,ENSOANT00000021509,42.01
ENSOANG00000000627,ENSOANT00000000982,64.14
ENSOANG00000013631,ENSOANT00000021512,43.61
ENSOANG00000002081,ENSOANT00000003301,42.25
ENSOANG00000005766,ENSOANT00000009191,58.47
ENSOANG00000013633,ENSOANT00000021518,44.23
ENSOANG00000031407,ENSOANT00000039531,41.81
ENSOANG00000005767,ENSOANT00000009192,56.97
ENSOANG00000005767,ENSOANT00000009193,56.97
ENSOANG00000013636,ENSOANT00000021519,55.85
ENSOANG00000020427,ENSOANT00000020074,40.52
ENSOANG00000010262,ENSOANT00000016286,53.87
ENSOANG00000032240,ENSOANT00000041820,58.90
ENSOANG00000013637,ENSOANT00000029236,43.76
ENSOANG00000019718,ENSOANT00000028805,53.38
ENSOANG00000028435,ENSOANT00000040198,63.01
ENSOANG00000002083,ENSOANT00000003305,71.26
ENSOANG00000012691,ENSOANT00000020077,59.33
ENSOANG00000030094,ENSOANT00000038469,51.74
ENSOANG00000006397,ENSOANT00000010212,43.64
ENSOANG00000012690,ENSOANT00000020076,43.82
ENSOANG00000021526,ENSOANT00000031211,37.33
ENSOANG00000031555,ENSOANT00000039261,35.23
ENSOANG00000031194,ENSOANT00000039952,47.60
ENSOANG00000011686,ENSOANT00000018522,61.08
ENSOANG00000011686,ENSOANT00000018525,61.08
ENSOANG00000022291,ENSOANT00000032238,38.48
ENSOANG00000031401,ENSOANT00000040514,40.15
ENSOANG00000029731,ENSOANT00000038418,40.53
ENSOANG00000022356,ENSOANT00000032331,42.32
ENSOANG00000010147,ENSOANT00000016086,67.56
ENSOANG00000012689,ENSOANT00000029776,46.46
ENSOANG00000009483,ENSOANT00000015069,52.71
ENSOANG00000006442,ENSOANT00000010288,57.20
ENSOANG00000006442,ENSOANT00000010290,57.20
ENSOANG00000009506,ENSOANT00000015098,47.62
ENSOANG00000012688,ENSOANT00000020070,56.32
ENSOANG00000009507,ENSOANT00000015099,67.27
ENSOANG00000009507,ENSOANT00000015100,67.27
ENSOANG00000011080,ENSOANT00000017555,52.32
ENSOANG00000029993,ENSOANT00000041610,43.90
ENSOANG00000020409,ENSOANT00000029751,60.82
ENSOANG00000020409,ENSOANT00000029749,60.82
ENSOANG00000012687,ENSOANT00000020068,46.30
ENSOANG00000013413,ENSOANT00000021180,53.19
ENSOANG00000012686,ENSOANT00000020067,43.07
ENSOANG00000001594,ENSOANT00000002546,46.76
ENSOANG00000006325,ENSOANT00000010110,59.74
ENSOANG00000012685,ENSOANT00000020066,39.16
ENSOANG00000006440,ENSOANT00000010279,50.94
ENSOANG00000012683,ENSOANT00000020064,44.61
ENSOANG00000029573,ENSOANT00000040987,57.86
ENSOANG00000031963,ENSOANT00000041724,44.42
ENSOANG00000012682,ENSOANT00000020062,40.71
ENSOANG00000012681,ENSOANT00000020061,47.37
ENSOANG00000012676,ENSOANT00000020060,42.23
ENSOANG00000021022,ENSOANT00000021524,41.20
ENSOANG00000021450,ENSOANT00000031112,50.51
ENSOANG00000006965,ENSOANT00000011092,41.29
ENSOANG00000012257,ENSOANT00000019402,67.55
ENSOANG00000002672,ENSOANT00000004255,60.99
ENSOANG00000012258,ENSOANT00000019403,55.92
ENSOANG00000012675,ENSOANT00000020051,50.62
ENSOANG00000003030,ENSOANT00000004803,43.71
ENSOANG00000003030,ENSOANT00000004804,43.71
ENSOANG00000012671,ENSOANT00000020046,55.47
ENSOANG00000011962,ENSOANT00000018955,50.52
ENSOANG00000005168,ENSOANT00000008215,40.48
ENSOANG00000030009,ENSOANT00000039274,64.73
ENSOANG00000012670,ENSOANT00000020044,60.39
ENSOANG00000031804,ENSOANT00000039200,49.54
ENSOANG00000005169,ENSOANT00000008216,40.80
ENSOANG00000012669,ENSOANT00000020042,49.46
ENSOANG00000012669,ENSOANT00000020040,49.46
ENSOANG00000002790,ENSOANT00000004443,63.91
ENSOANG00000001207,ENSOANT00000001926,42.53
ENSOANG00000012668,ENSOANT00000020039,39.88
ENSOANG00000001209,ENSOANT00000001927,43.50
ENSOANG00000029139,ENSOANT00000039327,42.55
ENSOANG00000001210,ENSOANT00000001929,46.68
ENSOANG00000012664,ENSOANT00000020036,43.12
ENSOANG00000009879,ENSOANT00000015669,45.24
ENSOANG00000001211,ENSOANT00000001932,46.13
ENSOANG00000012663,ENSOANT00000020031,42.32
ENSOANG00000004925,ENSOANT00000007811,58.14
ENSOANG00000012661,ENSOANT00000020029,43.44
ENSOANG00000008879,ENSOANT00000014140,55.33
ENSOANG00000012658,ENSOANT00000020028,49.77
ENSOANG00000008881,ENSOANT00000014141,55.20
ENSOANG00000028468,ENSOANT00000042150,64.16
ENSOANG00000031130,ENSOANT00000040831,58.97
