default,student,balance,income
No,Yes,993.81,12530
No,Yes,1084.38,20880
No,No,1197.71,30370
No,No,1378.29,43410
No,No,182.74,32350
No,No,529.65,35100
No,Yes,1632.35,15760
No,Yes,1119.20,20610
No,No,787.13,45770
No,Yes,969.78,21410
No,No,1256.98,38080
No,No,1015.04,31020
No,Yes,1197.60,17450
No,Yes,847.45,16920
No,No,598.43,52890
No,Yes,983.09,17000
No,No,1296.26,45220
No,No,412.39,30200
Yes,No,1504.75,26180
No,Yes,367.36,16290
No,No,0,27880
No,Yes,894.72,19330
No,No,75.83,42070
No,No,642.53,34890
No,Yes,1777.28,14560
No,No,370.03,44500
No,No,653.37,52270
No,No,793.91,48900
No,No,917.07,19000
No,No,509.77,38610
No,No,947.81,42090
No,Yes,860.83,19510
No,No,302.22,35230
No,No,891.88,35060
No,No,1377.55,38360
No,Yes,1222.95,15170
No,No,378.97,39490
No,No,0,41520
No,Yes,1103.91,28550
No,Yes,704.47,21140
No,Yes,1402.31,21560
No,Yes,68.37,10990
No,No,409.59,30620
No,Yes,655.70,19910
No,Yes,654.81,14500
No,No,1255.92,43920
No,No,1217.96,33440
No,No,691.89,35560
No,Yes,548.13,19500
No,No,437.54,31530
No,No,1067.84,70700
No,No,521.43,31980
No,Yes,1348.99,25800
No,No,674.66,41790
No,No,516.35,25890
No,Yes,1470.33,19640
No,No,859.00,43100
No,No,1114.08,59200
No,No,773.32,51780
No,Yes,803.96,16550
No,No,376.29,43940
No,No,829.72,36160
No,No,299.89,34920
No,Yes,148.65,15640
No,No,705.11,47750
No,No,467.86,43300
No,No,382.09,38340
No,No,450.30,46170
No,No,379.91,39060
No,Yes,151.77,18650
No,No,1535.22,35280
No,No,1596.87,34650
No,No,778.06,52540
No,No,107.70,42190
No,Yes,961.79,13380
No,Yes,235.24,13360
No,No,935.33,57130
No,No,0,34560
No,No,10.30,37590
No,Yes,2370.46,24250
No,No,1447.02,37320
No,No,829.02,25160
No,No,1474.06,47040
No,No,913.63,50350
No,No,1028.88,34250
No,No,563.89,54140
No,Yes,747.82,19330
No,Yes,811.53,13820
No,Yes,797.37,23430
No,No,701.91,53150
No,No,1195.35,42100
Yes,No,1672.50,66460
No,No,889.90,20800
No,Yes,579.72,18550
No,No,1143.20,28900
Yes,Yes,1237.62,14860
No,No,740.95,48680
No,Yes,1470.47,18620
No,No,507.67,45830
No,Yes,452.30,19920
No,No,431.90,30110
No,No,388.93,36930
No,Yes,647.26,18900
No,No,1069.13,42360
No,No,517.98,45490
No,No,996.25,23720
No,No,995.12,47280
No,No,0,55060
No,No,480.57,36190
No,No,413.85,42450
No,No,730.07,47070
No,No,11.30,43520
No,Yes,1507.89,14630
No,Yes,1129.11,13580
No,No,1159.93,46780
No,No,817.98,40650
No,Yes,901.17,16740
No,Yes,1778.12,17060
No,No,1036.75,34910
No,No,199.13,49290
No,Yes,1295.69,23190
No,Yes,468.25,6360
No,No,688.10,27080
No,No,202.32,37180
No,No,621.00,37240
No,No,963.33,30100
No,No,1106.69,51870
No,No,1391.40,30420
No,No,198.59,58590
No,No,90.68,37910
No,No,460.87,49240
No,No,1182.44,34780
No,No,748.43,43210
No,Yes,1727.55,11600
No,No,831.47,39070
No,No,655.62,40250
No,Yes,787.13,22430
No,Yes,760.89,20070
No,No,0,44380
No,No,523.38,53110
No,No,481.59,35810
No,No,0,26270
No,Yes,1414.65,17950
No,Yes,1103.21,22410
No,No,948.69,38240
No,Yes,725.57,9010
No,No,1727.34,40790
No,No,891.60,43920
No,No,667.29,66530
No,Yes,1060.26,15660
No,Yes,830.86,18250
No,No,319.17,44410
No,No,1147.27,44870
No,No,664.51,47870
No,No,1066.89,35560
No,Yes,374.97,19800
No,No,549.19,43680
No,Yes,943.58,17730
No,No,111.28,42290
No,No,504.73,59560
No,No,798.47,32920
Yes,No,2008.45,35140
No,No,965.92,29210
No,No,1768.13,30760
No,No,435.05,32190
No,Yes,685.63,15890
No,Yes,745.23,12870
No,No,161.75,43670
No,No,0,32550
No,No,1389.28,38370
No,No,802.09,45050
No,Yes,335.82,16120
No,No,1031.78,39260
No,No,893.24,43810
No,No,1007.27,45120
No,No,786.80,38020
No,Yes,1814.55,24170
No,No,116.21,50100
No,No,839.92,47340
No,Yes,824.69,15150
No,No,239.38,25480
No,No,933.75,52310
No,No,459.38,37630
No,Yes,870.02,15950
No,No,232.20,11150
No,No,150.78,32100
No,No,1215.17,55230
No,No,1435.36,33720
No,No,338.06,47340
No,Yes,1056.94,20300
No,No,194.17,28740
No,No,298.50,50220
No,Yes,938.33,21910
No,No,1297.39,47090
No,No,690.22,56950
No,No,1013.90,34160
No,No,1213.79,48790
No,No,0,39260
No,Yes,1399.95,11010
No,No,590.99,50240
No,No,1438.83,35530
No,No,438.23,48850
No,No,783.00,37420
No,No,1864.94,48670
No,No,208.05,46840
No,No,621.16,32160
No,No,994.19,52680
No,No,674.64,42460
No,No,537.58,46950
No,No,690.34,29920
No,Yes,1369.40,18140
No,No,654.27,37700
No,No,798.03,29930
No,No,763.22,48170
No,No,1663.61,52970
No,No,988.39,49800
No,No,1419.63,40290
No,Yes,1196.04,19660
No,No,618.05,16940
No,No,1028.18,32240
No,No,523.50,39160
No,No,517.45,39540
No,Yes,764.56,5080
No,No,206.94,53050
No,No,847.98,43020
No,No,0,40540
No,No,631.74,37930
No,No,1014.59,51430
No,No,157.28,41410
No,No,525.48,43730
No,No,962.94,28660
No,No,594.10,24060
Yes,Yes,2321.88,21330
No,Yes,1128.78,17230
No,Yes,2118.80,18790
No,No,290.56,13230
No,No,1244.39,33880
No,No,1177.91,49060
No,No,0,44220
No,Yes,492.65,10150
No,No,0,62680
No,No,530.25,39310
No,No,0,45100
No,No,1028.17,51220
No,Yes,488.23,33000
No,No,4.45,46970
No,No,1636.31,35810
No,No,107.92,33760
No,Yes,129.18,20570
No,No,956.98,38280
No,Yes,823.06,17250
No,No,458.99,33160
No,Yes,867.90,18940
No,Yes,117.80,18750
No,No,474.66,42050
No,Yes,1180.52,19130
No,No,315.85,47320
No,Yes,552.20,22550
Yes,No,1342.26,35690
No,No,407.28,45370
No,No,1624.95,47570
No,Yes,548.45,21670
No,No,908.88,42200
No,Yes,969.89,17940
No,Yes,966.35,11770
No,No,628.56,37610
No,Yes,882.97,8830
No,No,824.99,34270
No,No,762.91,41610
No,No,1246.22,49470
No,No,60.96,41540
No,No,1377.97,34680
No,No,1215.25,43790
No,No,494.90,13980
No,No,839.87,39150
No,No,982.38,29150
No,Yes,927.51,4140
No,No,433.85,30580
No,No,1213.03,17720
No,No,316.00,26510
No,Yes,973.90,21590
No,No,0,25600
No,No,713.75,37230
No,No,997.46,22060
No,No,1326.06,34940
No,Yes,1135.36,24310
No,No,0,50800
No,No,43.89,48540
No,No,666.37,50100
No,Yes,0,18420
Yes,Yes,2334.12,19330
No,No,303.79,28520
No,No,634.49,35130
No,Yes,853.81,18750
No,No,747.45,43890
No,Yes,1120.03,19170
No,No,1290.19,36890
No,No,1348.78,33480
Yes,No,1632.89,44320
No,No,693.63,32590
No,No,467.58,43430
No,No,618.12,27860
No,Yes,1217.66,20970
No,No,872.07,36000
No,No,0,28650
No,No,894.73,37900
No,Yes,361.61,21680
No,Yes,937.19,18410
No,No,0,55760
No,No,339.53,31090
No,No,423.71,32640
No,Yes,1529.06,17350
No,No,894.11,47680
No,No,760.72,40850
No,No,883.01,37960
No,Yes,1322.58,15300
No,No,2036.99,31380
No,No,751.39,54990
No,No,578.83,25520
No,No,829.28,58070
No,No,1160.06,51890
No,No,1197.77,44040
No,No,417.59,48030
No,No,777.82,43910
No,No,625.74,29640
No,No,1382.77,36230
No,No,986.30,25340
No,No,937.73,24930
No,No,0,44520
No,No,131.57,51100
No,Yes,1096.18,15530
No,No,499.17,44770
No,No,1236.21,37880
No,No,637.01,27820
Yes,No,2147.31,58270
No,No,516.21,42440
No,Yes,113.27,21060
No,No,352.32,40710
No,No,918.01,26790
No,Yes,1378.91,14320
No,Yes,482.54,21360
No,No,813.20,49470
No,Yes,1330.48,13760
No,No,1373.53,56870
No,Yes,1411.60,16670
No,No,313.80,37720
Yes,Yes,1803.94,29100
No,No,964.52,40810
No,No,1139.37,42750
No,Yes,1009.43,21900
No,No,615.46,25860
No,No,673.69,41890
No,Yes,1288.55,24910
No,Yes,2388.17,7830
No,No,0,34540
No,Yes,1119.38,20010
No,No,1352.70,35740
No,Yes,886.34,17530
No,Yes,1468.79,25030
No,No,727.37,46320
No,No,593.43,36990
No,Yes,1168.34,13580
No,No,541.78,56100
No,No,1055.41,29960
No,No,399.72,43240
No,Yes,552.87,14320
No,No,1189.75,50830
No,No,698.00,38130
No,No,431.53,46940
No,No,851.10,53430
No,No,1457.71,37450
No,Yes,992.28,13950
No,No,387.76,40060
No,No,794.17,43330
No,No,412.25,37080
No,Yes,1163.45,27300
No,Yes,880.28,20170
No,No,752.22,48760
No,No,40.09,33270
No,Yes,1242.52,18330
No,Yes,1671.81,20070
No,No,1097.03,40020
No,No,918.74,28320
No,No,1185.28,39920
No,No,997.47,44740
No,Yes,741.44,15490
No,Yes,1234.24,12260
No,No,0,52580
No,Yes,985.26,30290
No,No,1023.19,40860
No,No,423.43,46000
No,Yes,1007.13,17210
No,No,893.35,49960
No,No,1008.35,39610
No,No,691.99,45420
No,No,410.23,36500
No,Yes,1215.38,15990
No,No,599.03,49810
No,No,355.25,50160
No,No,869.89,33540
No,No,1786.46,54200
No,Yes,1221.81,12600
No,No,0,39160
No,No,1621.24,38590
No,No,1121.49,39390
No,No,736.63,55180
No,No,1739.53,51620
No,No,1478.62,41980
No,No,903.56,35290
No,No,739.65,48280
No,No,228.95,36780
No,No,1313.55,39980
No,No,903.92,27390
No,No,667.65,42070
No,No,539.88,33850
No,No,1877.11,43440
No,No,739.85,30850
No,Yes,408.56,18470
No,Yes,482.32,30580
No,No,1097.81,43060
No,No,1580.86,36510
No,Yes,920.23,16080
No,No,425.05,37350
No,No,0,53270
No,Yes,928.18,16960
No,No,617.34,38100
Yes,No,1673.48,49310
No,No,1023.05,19350
No,No,1459.56,44330
No,No,1235.77,35140
No,No,621.97,43470
No,No,280.94,50400
No,No,326.65,45560
No,No,902.76,52520
No,Yes,672.69,13790
No,Yes,710.77,17620
No,No,901.20,48850
Yes,Yes,2216.01,20910
No,No,1210.59,40180
No,No,828.97,33420
No,Yes,533.49,14700
No,Yes,768.82,22130
No,No,746.67,40350
No,Yes,730.73,7290
No,Yes,1308.02,17350
No,No,481.26,33500
No,Yes,1409.98,21560
No,No,524.60,40660
No,Yes,1122.13,13920
No,No,1105.87,42110
Yes,No,1319.81,36540
No,Yes,823.73,19040
No,No,172.97,47060
No,Yes,1497.36,10570
Yes,Yes,1819.94,19390
No,No,389.39,20200
Yes,Yes,2047.41,13670
No,No,909.86,44870
No,No,686.16,33190
No,Yes,0,20560
No,Yes,1676.09,25680
No,No,971.96,33540
No,No,887.59,59410
No,No,1312.84,64400
No,No,1808.72,30020
No,No,1170.74,49830
No,No,439.35,44620
No,No,103.04,45790
No,No,1473.89,32860
No,No,780.70,37020
No,No,1144.24,28010
No,No,1148.50,37390
No,No,667.41,31150
No,No,1013.78,50260
No,Yes,1418.38,12780
No,Yes,1345.28,23160
No,Yes,1493.10,14290
No,No,828.26,36240
No,Yes,208.89,17960
No,No,567.29,39840
No,No,686.86,32350
No,Yes,1926.28,12280
No,No,814.28,36610
No,No,1569.51,43020
No,No,0,42030
No,Yes,0,13220
No,Yes,1828.61,20220
No,No,777.64,50860
Yes,No,1644.69,61470
No,No,295.12,36530
No,No,781.12,22320
No,No,673.92,39500
No,No,343.24,58410
No,Yes,1302.34,16290
No,No,225.81,54120
No,Yes,1456.85,14530
No,No,955.09,52220
No,No,777.02,47360
No,No,0,23610
No,No,527.25,49280
No,No,29.84,36970
No,No,125.10,16150
No,Yes,1095.86,16120
No,No,0,41190
No,No,973.99,48090
No,No,1288.25,42220
No,No,269.28,33840
No,No,1105.89,35450
No,No,360.89,37580
No,No,933.10,24110
No,No,1184.21,38400
No,Yes,1850.61,20400
No,Yes,1517.80,12950
No,No,969.55,41300
No,No,683.80,41000
No,No,915.07,23680
No,No,0,47890
No,No,606.58,32490
No,No,689.91,37690
No,No,561.62,38890
No,No,303.51,43790
Yes,No,1823.40,14660
No,Yes,1698.29,11760
No,Yes,1355.31,11070
No,Yes,1009.91,18000
No,No,887.90,29640
No,No,308.53,39120
No,No,1512.25,35650
No,No,0,39850
No,No,1274.60,55200
No,Yes,1795.21,7110
No,No,848.99,44370
No,No,588.78,58760
No,No,551.17,24970
No,Yes,1084.04,13680
No,No,723.41,35930
Yes,No,698.56,31750
No,No,910.73,40220
No,Yes,1581.06,17330
No,No,948.68,39670
No,No,199.17,21750
No,Yes,1759.41,11550
No,No,780.65,29690
No,Yes,1770.79,18830
Yes,Yes,2182.60,20780
No,No,696.01,35920
No,No,563.91,47830
No,No,1041.07,41480
No,No,293.65,38890
No,Yes,1489.04,17930
No,No,237.48,44610
No,No,1266.79,34650
No,No,1059.86,33560
No,Yes,704.29,13470
No,No,0,45700
No,No,0,47840
No,No,499.62,42050
No,No,728.81,33660
No,No,1238.10,37540
No,No,776.89,37680
No,No,202.07,28810
No,No,625.39,52070
No,No,1089.30,28230
No,No,992.96,45540
No,No,352.74,41540
No,No,416.74,69380
No,No,937.92,31660
No,Yes,15.15,13430
No,No,1128.67,42560
No,Yes,1924.55,8090
No,No,211.07,50500
No,No,23.52,42810
No,No,891.39,43530
No,No,707.10,18670
No,Yes,1018.09,18230
No,No,1404.09,28760
No,No,817.08,55890
No,Yes,908.84,20330
No,No,1216.19,47560
No,No,176.90,43150
No,No,401.70,51330
No,No,1214.21,45770
No,Yes,1835.56,17800
No,No,66.77,43180
No,No,1343.18,30960
No,No,1309.40,34460
No,Yes,463.09,21240
Yes,No,1672.03,50320
No,No,357.74,45510
No,No,705.09,38290
No,Yes,453.64,9770
No,Yes,1799.14,20210
No,No,748.13,21150
No,No,650.08,46490
No,Yes,341.48,21270
No,No,1476.47,50700
No,No,1134.34,41740
No,Yes,852.35,20940
No,Yes,930.66,22910
No,No,1027.01,47040
No,No,1494.25,48130
Yes,No,1396.78,40370
No,No,44.05,50760
No,No,938.28,33340
No,No,776.96,36700
No,Yes,1589.64,15260
No,Yes,1247.55,16410
No,No,0,30140
Yes,Yes,2291.61,20830
No,No,676.95,33010
No,No,135.99,59360
No,No,630.60,52490
No,No,315.95,38930
No,Yes,564.73,15410
No,No,663.24,25720
No,No,72.12,35370
No,No,491.03,37830
No,No,1331.89,38900
No,No,755.33,37020
No,No,684.18,45400
No,Yes,407.34,25370
No,No,0,37720
No,No,130.31,44550
No,No,1224.45,46810
No,No,1525.35,52670
No,No,618.99,17120
No,No,353.63,43140
No,No,422.64,58340
No,No,25.73,28160
No,No,697.62,48460
No,No,462.13,44540
No,No,599.66,36580
No,No,1251.23,43190
No,No,1432.29,31250
No,Yes,975.91,12100
No,Yes,445.92,10620
No,No,694.41,47700
No,Yes,320.01,14700
No,No,1102.30,38870
No,No,0,39250
No,No,165.97,28430
No,No,1258.87,40850
No,No,1372.76,30210
No,No,1464.02,43700
No,Yes,1594.09,14130
No,No,0,31740
No,No,1595.91,55710
No,No,901.17,55060
No,No,789.75,39020
No,No,1203.20,43800
No,Yes,1399.33,22730
No,No,1125.87,49350
No,No,236.33,39260
No,No,218.14,27160
No,No,413.57,49420
No,No,469.05,25680
No,No,923.99,27810
No,No,182.62,31620
No,No,478.40,30330
No,No,918.54,53330
No,Yes,873.93,29870
No,No,748.70,48030
No,No,146.81,48280
No,No,1266.64,41930
No,Yes,883.88,14880
No,Yes,1353.98,17430
No,Yes,1777.74,24820
No,No,695.49,48890
No,No,0,33310
No,No,377.72,49730
No,No,975.73,39450
No,Yes,918.59,14930
No,No,1313.50,31140
No,No,1302.39,15460
No,No,1246.62,41930
No,No,198.38,37080
No,No,395.60,27750
No,Yes,638.06,17920
No,No,677.20,52080
No,No,681.57,29980
No,No,1114.94,45830
No,No,558.17,12740
No,No,531.47,35310
No,Yes,1080.96,23760
No,No,150.77,31210
Yes,Yes,1665.70,21020
No,No,1086.19,52760
No,No,0,41430
No,No,1253.92,34300
No,No,100.46,24680
No,No,961.15,51170
No,Yes,1055.86,9040
No,No,89.41,24080
No,No,918.95,47760
No,No,995.38,44210
No,No,1774.23,42950
No,No,701.69,35330
No,No,1177.92,30160
No,No,1308.26,43610
No,No,1114.53,35040
No,Yes,815.54,16900
No,Yes,1010.50,6780
No,No,752.98,45520
No,Yes,729.18,18320
No,No,1095.47,53580
No,No,355.17,30440
No,No,1308.98,31770
No,No,0,40250
No,No,464.06,16670
No,No,570.91,46560
No,Yes,1045.33,29600
No,No,0,39130
No,No,642.25,29220
No,No,486.81,25110
No,No,1082.11,43250
No,Yes,1224.63,25710
No,No,953.14,29320
No,No,1323.17,52010
No,Yes,139.19,24730
No,No,856.88,32440
No,No,311.88,46110
No,No,0,49950
No,No,498.85,47730
No,Yes,465.87,14510
No,No,892.82,45370
No,Yes,456.24,17650
No,No,557.26,45040
No,No,0,28090
No,No,138.62,50240
No,No,241.16,36580
No,No,763.17,42480
No,Yes,1195.81,19900
No,No,130.99,54360
No,No,1253.04,32360
No,No,1496.09,44300
No,Yes,1071.95,19810
No,Yes,724.90,16640
No,Yes,194.18,20880
No,No,1441.74,45030
No,Yes,1678.38,8150
No,Yes,2128.43,22660
No,Yes,1393.46,15570
No,Yes,1437.83,23060
No,No,1257.95,38530
No,Yes,1329.39,15970
No,No,605.12,29760
No,No,601.08,45600
No,No,1164.51,29870
Yes,No,2054.45,37360
No,No,701.63,43340
No,No,673.09,27890
No,Yes,1262.92,16930
No,No,357.99,30210
No,Yes,1052.59,24410
No,No,1234.51,50290
No,No,1153.80,37550
No,No,1375.29,35810
No,No,249.10,51050
No,No,874.03,39660
No,No,768.15,23990
No,Yes,1236.25,16380
No,Yes,641.22,23260
No,Yes,825.52,14530
No,No,931.04,42220
No,No,650.07,32560
No,Yes,0,17570
No,No,682.60,57550
No,No,1207.10,50010
No,Yes,840.22,18100
No,No,894.62,39020
No,No,711.52,35460
No,No,1635.21,47660
No,No,740.86,46540
No,No,773.48,38640
No,No,1142.32,45170
No,No,894.16,42210
No,Yes,14.03,13840
No,No,537.04,21360
No,No,1092.52,19750
No,No,541.07,29800
No,No,1049.00,34080
No,No,463.93,37840
No,No,214.27,56030
No,Yes,997.76,13790
No,Yes,938.68,18450
Yes,No,1350.60,21540
No,Yes,935.75,5380
No,No,819.04,61600
No,Yes,1669.09,16830
No,No,395.85,33700
No,Yes,810.54,17970
No,Yes,62.23,20260
No,No,1133.11,23110
No,No,748.48,36450
Yes,Yes,1337.23,32760
No,No,1138.43,36130
No,Yes,1247.45,15380
No,Yes,875.97,17280
No,No,980.76,43650
No,No,238.98,30410
No,No,185.01,40870
No,Yes,478.96,19910
No,No,145.47,41190
No,No,339.95,36130
No,No,303.90,43830
No,No,536.21,47950
No,Yes,1219.58,12430
Yes,Yes,1926.37,17010
No,Yes,460.20,14780
No,No,825.28,46140
No,No,31.25,44970
No,No,535.58,51970
No,No,667.71,30800
No,No,694.32,42040
No,No,81.42,51040
No,No,1324.49,28690
No,Yes,1587.13,25810
No,No,775.02,39130
No,No,0,46540
No,Yes,819.72,10170
No,No,1416.22,31300
No,No,1005.29,34010
No,Yes,1419.36,20110
No,No,230.00,44230
No,Yes,1559.45,20700
No,No,672.70,47530
No,Yes,457.23,5290
No,No,968.45,45290
No,No,257.54,29960
No,Yes,1130.54,20860
No,No,486.57,27680
No,No,207.30,49990
No,No,110.91,58180
No,No,678.48,30190
No,Yes,515.14,10210
No,Yes,837.91,20980
No,No,709.61,34620
No,Yes,745.28,17800
No,Yes,1288.39,22910
No,Yes,819.74,20790
Yes,No,1708.65,38200
No,No,1061.61,38250
No,No,372.74,35570
No,No,883.86,42860
No,No,0,41860
No,No,657.68,26450
No,No,221.02,42080
No,Yes,1009.89,9800
No,No,174.41,40280
No,No,358.84,44480
No,No,421.75,35520
No,Yes,1295.85,10980
No,No,1005.10,36270
No,No,268.96,40730
Yes,Yes,1807.66,18160
No,No,1237.86,33810
No,Yes,700.16,28160
No,Yes,1236.67,16290
No,No,354.70,29890
No,No,657.02,47040
No,No,1444.92,54590
No,No,1456.41,30330
No,Yes,501.14,19460
No,Yes,1155.22,18440
No,No,804.46,46860
No,Yes,1473.63,17810
No,No,1345.38,30170
No,Yes,545.61,13020
No,No,1134.27,37650
No,No,212.36,32280
No,No,424.73,22320
No,No,658.46,39240
No,No,1023.79,42330
No,No,815.56,31750
No,Yes,953.42,14060
No,No,905.64,35870
No,No,623.09,42030
No,No,287.20,45950
No,Yes,1310.79,16740
No,Yes,1509.66,16770
No,No,1616.10,33040
No,No,710.15,32640
No,No,1213.65,45660
No,No,1004.11,52820
No,No,36.35,44600
No,No,1349.19,51180
Yes,No,1854.60,38400
No,No,126.15,33960
No,Yes,987.15,13000
No,Yes,1127.99,15180
Yes,No,1436.31,18810
No,No,0,41560
No,Yes,1068.86,20800
No,No,0,62120
No,Yes,568.97,17290
No,No,1608.74,41570
No,No,885.00,48750
No,Yes,886.95,21790
No,No,1358.13,49900
No,No,215.75,22250
No,Yes,410.46,25570
No,No,1146.61,40870
No,Yes,1262.39,24790
No,No,778.47,39360
No,No,444.30,43420
No,No,826.95,16120
No,No,204.69,42070
No,No,819.53,38450
No,No,1386.29,31730
No,No,698.90,28680
No,No,756.43,33290
No,No,739.90,47340
No,No,220.22,37450
No,Yes,458.96,18440
No,No,0,36580
No,No,102.25,23470
No,No,215.06,47810
No,No,906.08,45720
No,No,735.92,18370
No,No,944.32,34540
No,No,1071.00,40750
No,No,1345.45,43320
No,Yes,250.17,17430
No,No,265.72,60180
No,No,1006.05,27000
No,Yes,1670.12,14740
No,Yes,291.96,7100
No,No,381.52,31750
No,Yes,851.72,14720
No,No,1375.04,42550
No,No,816.73,40940
No,No,819.01,49110
No,Yes,1026.15,25390
No,No,853.43,58750
No,Yes,1200.37,10810
No,No,1037.13,43360
No,No,0,28360
No,No,357.13,35620
No,Yes,970.42,20560
No,No,812.34,33650
No,No,91.94,44330
No,No,1396.03,46370
No,No,72.65,50780
No,No,1168.09,27820
No,Yes,1098.45,16830
Yes,No,1549.89,47910
No,No,1039.09,26210
No,No,309.83,54940
No,No,1477.52,36700
No,No,79.53,34410
No,No,1219.34,34310
No,No,812.58,43980
No,No,557.37,35060
No,No,1688.31,32720
No,No,1137.79,21100
No,No,856.28,40390
No,No,1126.41,35120
No,No,541.02,29510
No,No,682.87,43140
No,No,538.94,35630
No,Yes,1305.80,28920
No,No,735.01,25300
No,Yes,344.30,14250
No,No,1060.69,36920
No,No,848.67,38740
No,Yes,1245.26,16770
Yes,No,1563.53,51700
Yes,Yes,1433.16,18080
No,Yes,1238.58,10510
No,No,625.61,53650
No,Yes,1681.57,20050
Yes,Yes,1681.48,10150
No,No,602.63,70020
No,No,681.21,37280
No,Yes,966.02,27960
No,Yes,539.16,17820
No,No,921.30,25350
No,Yes,1325.34,21480
No,No,0,46710
No,Yes,900.27,22980
No,No,695.37,31770
No,Yes,1270.99,15060
No,No,1388.56,54930
No,No,635.74,21290
No,No,484.51,39770
No,No,1185.09,42960
No,No,656.98,32220
No,No,1084.92,36900
No,No,1309.55,36850
No,No,847.53,40980
No,No,0,35600
No,No,78.16,56250
No,Yes,251.97,11750
No,No,871.23,31770
No,Yes,918.75,14300
No,No,0,31770
No,No,450.05,36120
No,Yes,1079.37,14220
No,Yes,320.23,14180
No,No,799.37,34290
No,No,1206.59,25640
No,No,0,39830
No,No,603.66,44660
No,No,672.06,33850
No,Yes,959.22,16080
No,No,670.47,24260
No,No,587.25,33730
No,Yes,602.30,11010
No,Yes,937.60,19960
No,No,1502.75,53120
No,No,1063.15,34640
No,No,511.61,36790
No,No,926.96,61930
No,Yes,1004.36,13420
No,No,367.66,50020
No,Yes,256.70,22160
No,Yes,1777.68,21570
No,No,717.74,49340
No,Yes,532.38,17700
No,Yes,1346.67,16100
No,No,334.46,40150
No,No,0,36170
No,Yes,774.49,10330
No,No,779.25,38380
No,No,881.93,62220
No,No,1563.23,31120
No,No,991.06,37590
No,No,430.65,38370
No,No,806.37,40450
No,No,438.76,32760
No,Yes,1457.85,17360
No,No,366.20,30630
No,No,707.64,35260
No,Yes,244.38,19770
No,No,903.61,20440
No,Yes,1031.49,24630
No,No,914.37,40650
No,No,1047.25,39220
No,No,884.49,30520
No,No,434.77,39090
No,Yes,36.84,16940
No,No,189.36,36700
No,No,366.32,40900
No,Yes,1092.46,14650
No,No,732.73,39020
No,No,594.44,28720
No,Yes,604.59,14890
No,No,1732.84,30320
No,No,577.43,43580
No,No,0,38620
No,No,54.67,32270
No,No,75.95,60820
No,No,550.53,27220
No,Yes,1343.87,17280
No,No,1350.42,26450
No,No,866.33,35140
No,No,6.07,46930
No,No,501.34,45360
Yes,No,1488.46,36450
No,No,1462.78,60290
Yes,Yes,1567.67,19170
No,No,771.78,42130
No,Yes,1534.96,17080
No,Yes,801.04,14670
No,No,1724.36,32610
No,No,0,50250
No,Yes,1277.37,19670
No,No,786.98,33280
No,Yes,231.77,13700
No,No,173.95,53960
No,No,1184.92,40950
No,No,1308.20,32210
No,No,203.30,53050
No,No,1092.09,32120
Yes,Yes,1902.96,12460
No,Yes,1004.43,16450
No,No,366.70,60450
No,Yes,1148.73,23810
No,No,0,33270
No,No,476.23,37620
No,Yes,477.78,22750
No,Yes,970.83,19090
No,No,1268.59,42010
No,No,657.53,40800
No,No,0,47440
Yes,No,1661.75,21870
Yes,No,2075.18,40880
No,No,915.77,24240
No,Yes,1048.27,20650
No,No,987.56,49540
No,No,535.13,44440
No,No,1057.93,26620
No,No,1023.14,43690
No,No,749.03,53710
No,Yes,1143.32,17360
No,Yes,1269.22,18550
No,No,0,35280
No,Yes,723.37,17620
No,No,1000.37,40270
No,Yes,1069.69,10720
No,Yes,1391.33,18300
No,No,1075.82,22980
No,No,548.64,38090
Yes,Yes,2109.99,17770
No,Yes,649.36,10520
No,No,863.13,58110
No,No,861.64,39270
No,No,567.48,22300
No,Yes,642.53,14760
No,Yes,1045.65,23330
No,No,738.14,43690
No,Yes,0,11530
No,Yes,1137.95,22110
No,No,462.67,50220
No,No,1006.20,42680
No,No,584.19,36670
No,No,1314.76,30060
No,No,0,30230
No,Yes,1005.70,10880
No,No,113.57,32800
No,No,967.73,26210
No,No,0,45480
No,No,651.32,51580
No,No,1035.31,53060
No,Yes,58.97,20910
No,No,0,60480
No,Yes,1190.02,16240
No,No,37.99,48730
No,No,652.26,48630
No,No,1529.68,40970
No,No,626.92,42130
No,Yes,756.99,26670
No,Yes,496.79,21050
No,Yes,396.34,19540
No,No,1590.64,36240
No,Yes,1331.98,20670
No,No,36.08,37010
No,No,338.47,32660
No,Yes,992.34,22320
No,Yes,1123.34,20780
No,No,743.62,37330
No,No,1111.69,43650
No,No,969.65,40140
No,No,974.50,25340
No,Yes,285.64,26870
No,No,596.62,30760
No,No,1417.91,38010
No,Yes,1055.01,24180
No,No,1001.22,44800
No,No,771.44,44810
No,Yes,672.56,22780
